problem_ID,problem_set_ID,question
1058,94,"Given $\overline{ABC}$, $AC=18$, and the point $B$ partitions $\overline{AC}$ in a ratio of 2:7.\\[0.5cm] Find ${AB}$. \\[1.5cm]
      \begin{tikzpicture}
        \draw [-, thick] (1,0)--(7,0);
        \draw [fill] (1,0) circle [radius=0.05] node[below]{$A$};
        \draw [fill] (3.5,0) circle [radius=0.05] node[below]{$B$};
        \draw [fill] (7,0) circle [radius=0.05] node[below]{$C$};
      \end{tikzpicture} \vspace{3cm}


"
1059,95,"Find the area of a square that is 9 units on each side. \vspace{1.5cm}
"
1060,95,"Find the circumference of a circle with radius 10. \vspace{1.5cm}
"
1061,95,"Find the perimeter of a rectangle 6 inches long by 2 inches wide. \vspace{1.5cm}
"
1062,95,"Find the area of a circle with radius 3. \vspace{1.5cm}

"
1063,95,"Circle $O$ has a radius $AO=4$, as shown below, and arc measure $m \wideparen{AB}=90^\circ$.
         \begin{center}
         \begin{tikzpicture}[scale=.4]
           \draw (0,0) circle[radius=5];
           \draw [thick]
           (0:5) node[right] {$A$}--(0,0);
           \draw [thick] (0,0)--(90:5) node[above] {$B$};
           \fill (0,0) circle[radius=0.1] node[below]{$O$};
           \draw (40:5.9) node{$90^\circ$};
           \draw (0:2.5) node[below]{$4$};
           %\draw (75:1.8) node[above] {$C$};
           %\draw (290:5) node[below] {$D$};
         \end{tikzpicture}
       \end{center}
       \begin{enumerate}
         \item Find the $m \angle AOB$. \vspace{1.5cm}
         \item Find the length of the arc $\wideparen{AB}$. \vspace{1.5cm}
         \item Find the area of the sector $AOB$. %\vspace{2.5cm}
       \end{enumerate}

"
1064,95,"Given circle $P$ with $m \angle APB=70^\circ$.
  \begin{multicols}{2}
   \raggedcolumns
   \begin{enumerate}
     \item Write down the $m \wideparen{AB}$. \vspace{1.7cm}
     \item Find the $m\angle AQB$. \vspace{2cm}
   \end{enumerate}
     \begin{tikzpicture}[scale=.5]
       \draw (0,0) circle[radius=5];
       \draw [thick]
       (-20:5) node[right] {$B$}--
       (0,0) --
       (50:5) node[above right] {$A$};
       \draw [thick] (-20:5)--(200:5) node[left] {$Q$}--(50:5);
       \draw (35:0.4) node[right]{$70^\circ$};
       \fill (0,0) circle[radius=0.1] node[below]{$P$};
     \end{tikzpicture}
  \end{multicols} \vspace{1cm}

"
1065,95,"Given circle $O$ with chords $\overline{AD}$ and $\overline{BE}$ intersecting at $C$, as shown in the diagram. Given $m \wideparen{AB}=85^\circ$, $m \wideparen{BD}=80^\circ$, and $m \wideparen{DE}=55^\circ$.
    \begin{multicols}{2}
     \raggedcolumns
     \begin{enumerate}
       \item Find the $m\angle ACB$. \vspace{3.5cm}
       \item Find the measure of the minor arc, $m\wideparen{AE}$. \vspace{2cm}
     \end{enumerate}
     \begin{tikzpicture}[scale=.6]
       \draw (0,0) circle[radius=5];
       \draw [thick]
       (-10:5) node[right] {$E$}--
       (125:5) node[above left] {$B$};
       \draw [thick] (210:5) node[left] {$A$}--
       (45:5) node[above right] {$D$};
       \draw (85:1.5) node{$C$};
       \draw (20:5) node[right] {$55^\circ$};
       \draw (80:5) node[above] {$80^\circ$};
       \draw (155:5) node[left] {$85^\circ$};
      \fill (0,0) circle[radius=0.1] node[below]{$O$};
     \end{tikzpicture}
    \end{multicols}  \vspace{2cm}

"
1066,95,"Write down the center and radius of each circle. Leave radii as simplified radicals if necessary (not decimals).
    \begin{enumerate}
      \begin{multicols}{2}
      \item   $(x-4)^2+(y+7)^2=81$
      \item   $(x-1)^2+y^2=50$
      \end{multicols}
    \end{enumerate}

"
1067,95,"The secants $\overline{ABC}$ and $\overline{ADE}$ intersect the circle $O$, as shown in the diagram. \\Given $m \wideparen{BD}=30^\circ$ and $m \wideparen{CE}=150^\circ$. Find the $m\angle A$.
     \begin{center}
     \begin{tikzpicture}[scale=.5]
       \draw [thick] (0,0) circle[radius=5];
       \draw [thick]
       (3,-4) node[below right] {$E$}--
       (-5,0) node[below left] {$D$}--
       (-9,2) node[left] {$A$}--
       (65:5) node[above right] {$C$};
       \draw (132:5.1) node[left] {$B$};
       \draw (20:5) node[right] {$150^\circ$};
       \draw (160:5) node[right] {$30^\circ$};
     \end{tikzpicture}
    \end{center} \vspace{1cm}

"
1068,95,"The secants $\overline{PQR}$ and $\overline{PST}$ intersect the circle $O$, as shown in the diagram. \\Given $m \angle P=40^\circ$ and $m \wideparen{RT}=140^\circ$. Find the $m\wideparen{QS}$.
         \begin{center}
         \begin{tikzpicture}[scale=.5]
           \draw [thick] (0,0) circle[radius=5];
           \draw [thick]
           (-60:5) node[below right]{$T$}--
           (-9,-2) node[left]{$P$}--
           (55:5) node[above right]{$R$};
           \draw (225:5) node[below left]{$S$};
           \draw (170:5) node[left] {$Q$};
           \draw (0:5) node[right] {$140^\circ$};
           \draw (-8,-1.8) node[right] {$40^\circ$};
         \end{tikzpicture}
       \end{center} \vspace{1cm}

"
1069,95,"Given $P(7,-4)$ and $Q(5,2)$, find the length of $\overline{PQ}$. Simplify the radical.\vspace{3cm}

"
1070,95,"In right triangle $ABC$ shown below, point $D$ is on $\overline{AB}$ and point $E$ is on $\overline{BC}$ such that $\overline{AC} \parallel \overline{DE}$. Given $AB=10$, $BD=7.5$, and $BE=6$.
     \begin{center}
       \begin{tikzpicture}[scale=0.6]
         \coordinate [label=left:$A$](A) at (-12,6);
         \coordinate [label=below:$B$](B) at (0, 0);
         \coordinate [label=below left:$C$](C) at (-12,0);
         \coordinate [label=above:$D$](D) at (-9, 4.5);
         \coordinate [label=below:$E$](E) at (-9,0);
         \draw [thick] (A)--(B)--(C)--cycle;
         \draw [thick] (A)--(C);
         \draw [thick] (D)--(E);
       \end{tikzpicture}
     \end{center}
    \begin{enumerate}
      \item Find the length of $\overline{AD}$. \vspace{0.5cm}
      \item Find the scale factor, $k$, dilating $\triangle DBE \rightarrow \triangle ABC$, centered at $B$. \vspace{1.5cm}
      \item Find $BC$. \vspace{2.5cm}
     \end{enumerate}

"
1071,95,"In the diagram below, $\overline{AC}$ has endpoints with coordinates $A(-2,1)$ and $C(6, 3)$.
    \begin{center} %4 quadrant regents grid
      \begin{tikzpicture}[scale=.48]
        \draw [help lines] (-9,-3) grid (9,7);
        \draw [thick, <->] (-9.4,0) -- (9.4,0) node [below right] {$x$};
        \draw [thick, <->] (0,-3.4)--(0,7.4) node [left] {$y$};
        \draw [thick] (-2,1)--(6, 3);
        \draw [fill] (-2,1) circle [radius=0.1] node[above left] {$A$};
        \draw [fill] (6, 3) circle [radius=0.1] node[below right] {$C$};
      \end{tikzpicture}
    \end{center}
    Find the coordinates of the midpoint $M$ of $\overline{AC}$, and mark and label it on the graph. \vspace{5cm}


"
1072,96,"
  \begin{multicols}{2}
"
1073,96,"A dilation maps triangle $PQR$ onto triangle $STU$ with $QR=4$ and $TU=6$.] \vspace{0.75cm}
    \begin{enumerate}
      \item $\overline{PR} \rightarrow$ \rule{2cm}{0.15mm}
      \item What scale factor maps\\
       $\triangle PQR \rightarrow \triangle STU$? \vspace{0.75cm}
      \item Given $PR=8$, find $SU$. \vspace{0.75cm}
      \item Given $ST=9$, find $PQ$.
      \end{enumerate}
      \begin{tikzpicture}[scale=0.9]
        \coordinate [label=above left:$P$](A) at (85:2);
        \coordinate [label=below:$Q$](B) at (0, 0);
        \coordinate [label=right:$R$](C) at (-20:3);
        \draw [thick] (A)--(B)--(C)--cycle;
        \draw [thick, xshift=2cm, yshift=2.5cm] (85:3) node[above]{$S$}--
        (0,0) node[below]{$T$}--
        (-20:4.5) node[right]{$U$}--cycle;
      \end{tikzpicture}
    \end{multicols}  \vspace{1cm}

"
1074,96,"After a dilation with center $(0,0)$, the image of $\overline{RS}$ is $\overline{R'S'}$. If $RS=6.4$ and $R'S'=32$, find the scale factor of this dilation. \vspace{3cm}


"
1075,96,"In the diagram below, $\triangle ABC$ with sides of 10, 12, and 11, is mapped onto $\triangle DEF$ after a clockwise rotation of $90^\circ$ about point $P$.
      \begin{center}
        \begin{tikzpicture}[scale=.6]
        \fill (0,0) circle[radius=0.1] node[right]{$P$};
          \draw [thick]
          (-2,1) node[below left] {$A$}--
          (-7,2) node[left] {$B$}--
          (-4,5) node[above right] {$C$}--cycle;
            \node at (-5,1.5)[below]{10};
            \node at (-6,4){12};
            \node at (-2.5,3.5){11};
            \node at (6,5.5){$2x+4$};
          \draw [thick]
          (1,2) node[left] {$D$}--
          (2,7) node[above] {$E$}--
          (5,4) node[right] {$F$}--cycle;
        \end{tikzpicture}
      \end{center}
    If $EF=2x+4$, what is the value of $x$? \vspace{2cm}

"
1076,96,"The vertices of $\triangle JKL$ have the coordinates $J(-1,-1)$, $K(4,0)$, and $L(-2,4)$, as shown. \\[0.25cm]
    Apply a dilation to $\triangle JKL \rightarrow \triangle J'K'L'$, centered on the origin and with a scale factor $k=2$. Draw the image $\triangle J'K'L'$ on the set of axes below, labeling the vertices, and make a table showing the correspondence of both triangles' coordinate pairs.  \vspace{5cm}
    \begin{center}
      \begin{tikzpicture}[scale=.48]
        \draw [help lines] (-10,-10) grid (10,10);
        \draw [thick, <->] (-10.4,0) -- (10.4,0) node [right] {$x$};
        \draw [thick, <->] (0,-10.4)--(0,10.4) node [above] {$y$};
        \draw [thick]
        (-1,-1) node[below right] {$J$}--
        (4,0) node[below right] {$K$}--
        (-2,4) node[above right] {$L$}--
        cycle;
      \end{tikzpicture}
    \end{center}

"
1077,96,"What is the length of the segment $A(-2,13)$, $B(3,1)$?
  \vspace{6cm}

"
1078,96,"What is the equation of a line through the point $A(3,-2)$ and parallel to the line $y=\frac{3}{2}x-2$? (hint: use the point-slope formula, $y-y_A=m (x-x_A)$) \vspace{2.5cm}

"
1079,96,"Given $\triangle ABP$ and $\triangle JKP$ as shown below. $\overline{AB} \parallel \overline{JK}$. $AP=5$, $JP=13$, and $JK=20.8$. Find $AB$.
\begin{center}
  \begin{tikzpicture}[scale=1.4]
      \draw [thick]
        (0.25,-1)node[right]{$B$}--
        (-0.5,2)node[left]{$K$}--
        (4,0)node[right]{$J$}--
        (0,0)node[above right]{$P$}--
        (-2,0)node[left]{$A$}--cycle;
    \end{tikzpicture}
    \end{center}
\vspace{2cm}

"
1080,96,"What series of transformations map $\triangle ABC$ onto $\triangle DEF$, shown below? Fully specify the transformations.
  \begin{center}
    \begin{tikzpicture}[scale=.48]
      \draw [help lines] (-10,-5) grid (10,10);
      \draw [thick, <->] (-10.4,0) -- (10.4,0) node [right] {$x$};
      \draw [thick, <->] (0,-5.4)--(0,10.4) node [above] {$y$};
      \draw [thick]
        (4,-2) node[below left] {$A$}--
        (8,2) node[right] {$B$}--
        (2,3) node[below left] {$C$}--cycle;
      \draw [thick]
        (-4,2) node[right] {$D$}--
        (-8,6) node[left] {$E$}--
        (-2,7) node[below right] {$F$}--cycle;
    \end{tikzpicture}
  \end{center}
\vspace{1cm}

"
1081,96,"The $\triangle ABC$ is reflected across $l$ to yield $\triangle A'B'C'$. $AB=3x+4$, $A'B'=5x-10$, and $BC=4x+12$. Find the length $B'C'$. %\vspace{2cm}
    \begin{center}
    \begin{tikzpicture}[scale=.8]
      \draw [dashed, <->] (-1,-1)--(7,7) node[below right]{$l$};
      \draw [thick]
      (5,-1) node[below right] {$A$}--
      (8,2) node[right] {$B$}--
      (1,0) node[below left] {$C$}--cycle;
      \draw [thick]
      (-1,5) node[left] {$A'$}--
      (2,8) node[below right] {$B'$}--
      (0,1) node[below left] {$C'$}--cycle;
    \end{tikzpicture}
  \end{center} \vspace{2cm}

"
1082,96,"Triangle $ABC$ is dilated with a scale factor of $k$ centered at $A$, yielding $\triangle ADE$, as shown. Given $AB=10$, $BC=14$, $AC=16$, and $DE=21$. \\[0.25cm] Find $BD$, $AE$, and $k$ (the scale factor). \vspace{0.5cm}
 \begin{center}
     \begin{tikzpicture}[scale=0.6]
       \draw [thick]
       (0,0)node[left]{$B$}--
       (8,0)node[above right]{$C$}--
       (2,6)node[left]{$A$}--cycle;
       \draw [thick]
       (0,0)--
       (-1,-3)node[left]{$D$}--
       (11,-3)node[above right]{$E$}--(8,0);
       \node at (4,0)[below]{$14$};
       \node at (5.3, 3)[right]{$16$};
       \node at (0.3, 2.8)[above]{$10$};
       \node at (5,-3)[below]{$21$};
     \end{tikzpicture}
   \end{center}
\vspace{4cm}


"
1083,96,"Circle YES or NO to indicate whether the given transformation maps the hexagon onto itself.] %$ABCDEF$
 \vspace{0.5cm}
  \begin{enumerate}
    \item Yes \quad No \quad A rotation of $120^\circ$ counterclockwise around point $D$.
     \item Yes \quad No \quad A reflection over $\overleftrightarrow{AE}$
     \item Yes \quad No \quad A reflection over a line through the midpoints of  $\overline{BC}$ and $\overline{EF}$.
     \item Yes \quad No \quad A rotation of $60^\circ$ clockwise around the hexagon's center.
     \end{enumerate}
   \begin{center}
       \begin{tikzpicture}%[scale=.48]
         \draw [thick]
         (0:2)--%  node[right] {$A$}--
         (60:2)--%  node[above right] {$B$}--
         (120:2)--%  node[above left] {$C$} --
         (180:2)--%  node[left] {$D$}--
         (240:2)--%  node[left] {$E$}--
         (300:2) --cycle;% node[right] {$F$}--cycle;
       \end{tikzpicture}
     \end{center}
   \end{multicols} \vspace{0.5cm}

"
1084,96,"In right triangle $ABC$ shown below, point $D$ is on $\overline{AB}$ and point $E$ is on $\overline{BC}$ such that $\overline{AC} \parallel \overline{DE}$
     \begin{center}
       \begin{tikzpicture}[scale=0.6]
         \coordinate [label=left:$A$](A) at (-12,6);
         \coordinate [label=below:$B$](B) at (0, 0);
         \coordinate [label=below left:$C$](C) at (-12,0);
         \coordinate [label=above:$D$](D) at (-5, 2.5);
         \coordinate [label=below:$E$](E) at (-5,0);
         \draw [thick] (A)--(B)--(C)--cycle;
         \draw [thick] (A)--(C);
         \draw [thick] (D)--(E);
       \end{tikzpicture}
     \end{center}
   If $AB=20$, $BC=15$, and $AD=12$, what is the length of $\overline{BE}$?
   \vspace{3cm}



"
1085,96,"



"
1086,96,"The line $l$ has the equation $y=-\frac{3}{5}x+4$. To each line below, circle whether $l$ is parallel, perpendicular, or neither.
    \begin{enumerate}
      \item parallel \quad perpendicular \quad neither \qquad $y=\frac{3}{5}x-2$
      \vspace{0.5cm}
      \item parallel \quad perpendicular \quad neither \qquad $y=\frac{5}{3}x+9$
      \vspace{0.5cm}
      \item parallel \quad perpendicular \quad neither \qquad $3x-5y=-15$
      \vspace{2cm}
      \item parallel \quad perpendicular \quad neither \qquad $5x-3y=6$
      \vspace{1.7cm}
    \end{enumerate}

"
1087,96,"Simplify each expression. (Leave it in radical form if necessary, not a decimal.)
    \begin{enumerate}
      \begin{multicols}{2}
      \item   $\sqrt{20}$ \vspace{1.25cm}
      \item   $\sqrt{75}$
      \item   $\sqrt{300}$ \vspace{1.25cm}
      \item   $\sqrt{\frac{36}{49}}$
      \end{multicols}
    \end{enumerate}

"
1088,96,"Given $\triangle ABP$ and $\triangle JKP$ as shown below. $\overline{AB} \parallel \overline{JK}$. $AP=5$, $JP=12$, and $JK=18$. Find $AB$.
 \begin{center}
   \begin{tikzpicture}[scale=1.4]
       \draw [thick]
         (0.25,-1)node[right]{$B$}--
         (-0.5,2)node[left]{$K$}--
         (4,0)node[right]{$J$}--
         (0,0)node[above right]{$P$}--
         (-2,0)node[left]{$A$}--cycle;
     \end{tikzpicture}
     \end{center}
 \vspace{2cm}



"
1089,96,"The figure shows a rectangle (not a square).
   \begin{center}
     \begin{tikzpicture}[scale=0.7]
       \coordinate (A) at (0, 0); %[label=above left:$P$]
       \coordinate (B) at (4, 0);
       \coordinate (C) at (4, 3);
       \coordinate (D) at (0, 3);
       \draw [thick] (A)--(B)--(C)--(D)--cycle;
       \draw [thick, dashed] (A)--(C);
       \draw [thick] (B)--(D);
       %\draw [thick, xshift=2cm, yshift=2.5cm] (85:3);
     \end{tikzpicture}
   \end{center}
   Which transformations carries the rectangle onto itself? Mark each True or False.
     \begin{enumerate}
       \item A reflection over the solid diagonal \hfill True \quad False
       \item A reflection over the dashed diagonal \hfill True \quad False
       \item A clockwise rotation of $90^\circ$ about the intersection of the diagonals \hfill True \quad False
       \item A clockwise rotation of $180^\circ$ about the intersection of the diagonals \hfill True \quad False
     \end{enumerate}
     \vspace{1cm}

"
1090,96,"The grid shows $\triangle ABC$ and $\triangle DEF$.
     \begin{center}
       \begin{tikzpicture}[scale=.48]
         \draw [help lines] (-7,-5) grid (10,10);
         \draw [thick, <->] (-7.4,0) -- (10.4,0) node [right] {$x$};
         \draw [thick, <->] (0,-5.4)--(0,10.4) node [above] {$y$};
         \draw [thick]
           (3,-2) node[below left] {$B$}--
           (8,1) node[right] {$C$}--
           (2,2) node[below left] {$A$}--cycle;
         \draw [thick]
           (-2,4) node[right] {$D$}--
           (-5,8) node[left] {$E$}--
           (-6,1) node[below left] {$F$}--cycle;
       \end{tikzpicture}
     \end{center}
     Let $\triangle A'B'C'$ be the image of $\triangle ABC$ after a rotation about point $A$. Determine and state the location of $B'$ if the location of point $C'$ is $(3,8)$. Explain your answer, supported by stating the transformation applied.

"
1091,96,"What is the smallest non-zero angle of rotation about its center that would map the pentagon onto itself? \vspace{0.25cm} %$ABCDE$
   \begin{center}
       \begin{tikzpicture}%[scale=.48]
         \draw [thick]
         (0:2)--% node[right] {$A$}--
         (72:2)--% node[above right] {$B$}--
         (144:2)--% node[above left] {$C$} --
         (216:2)--% node[left] {$D$}--
         (288:2)--cycle;% node[right] {$E$}--cycle;
       \end{tikzpicture}
     \end{center} \vspace{0.5cm}

"
